,pl_name,hostname,sy_dist,pl_rade,pl_orbper,discoverymethod,type
0,11 Com b,11 Com,93.1846,5.286154719259407,13117.276529071569,Radial Velocity,
1,11 Com b,11 Com,93.1846,5.286154719259407,326.03,Radial Velocity,
2,11 Com b,11 Com,93.1846,5.286154719259407,323.21,Radial Velocity,
3,11 UMi b,11 UMi,125.321,5.286154719259407,516.21997,Radial Velocity,
4,11 UMi b,11 UMi,125.321,5.286154719259407,13117.276529071569,Radial Velocity,
5,11 UMi b,11 UMi,125.321,5.286154719259407,516.22,Radial Velocity,
6,14 And b,14 And,75.4392,5.286154719259407,186.76,Radial Velocity,
7,14 And b,14 And,75.4392,5.286154719259407,13117.276529071569,Radial Velocity,
8,14 And b,14 And,75.4392,5.286154719259407,185.84,Radial Velocity,
9,14 Her b,14 Her,17.9323,5.286154719259407,1773.4,Radial Velocity,
10,14 Her b,14 Her,17.9323,5.286154719259407,1766.0,Radial Velocity,
11,14 Her b,14 Her,17.9323,5.286154719259407,1765.0389,Radial Velocity,
12,14 Her b,14 Her,17.9323,5.286154719259407,1773.40002,Radial Velocity,
13,14 Her b,14 Her,17.9323,5.286154719259407,1796.4,Radial Velocity,
14,14 Her b,14 Her,17.9323,5.286154719259407,1766.41,Radial Velocity,
15,14 Her b,14 Her,17.9323,5.286154719259407,1724.0,Radial Velocity,
16,14 Her b,14 Her,17.9323,5.286154719259407,13117.276529071569,Radial Velocity,
17,16 Cyg B b,16 Cyg B,21.1397,5.286154719259407,799.45,Radial Velocity,
18,16 Cyg B b,16 Cyg B,21.1397,5.286154719259407,798.5,Radial Velocity,
19,16 Cyg B b,16 Cyg B,21.1397,5.286154719259407,800.8,Radial Velocity,
20,16 Cyg B b,16 Cyg B,21.1397,5.286154719259407,799.5,Radial Velocity,
21,16 Cyg B b,16 Cyg B,21.1397,5.286154719259407,799.5,Radial Velocity,
22,16 Cyg B b,16 Cyg B,21.1397,5.286154719259407,798.5,Radial Velocity,
23,17 Sco b,17 Sco,124.953,5.286154719259407,578.38,Radial Velocity,
24,18 Del b,18 Del,76.222,5.286154719259407,993.3,Radial Velocity,
25,18 Del b,18 Del,76.222,5.286154719259407,982.85,Radial Velocity,
26,18 Del b,18 Del,76.222,5.286154719259407,13117.276529071569,Radial Velocity,
27,1RXS J160929.1-210524 b,1RXS J160929.1-210524,139.135,5.286154719259407,13117.276529071569,Imaging,
28,1RXS J160929.1-210524 b,1RXS J160929.1-210524,139.135,5.286154719259407,13117.276529071569,Imaging,
29,1RXS J160929.1-210524 b,1RXS J160929.1-210524,139.135,5.286154719259407,13117.276529071569,Imaging,
30,1RXS J160929.1-210524 b,1RXS J160929.1-210524,139.135,18.647,13117.276529071569,Imaging,
31,24 Boo b,24 Boo,95.9863,5.286154719259407,30.3506,Radial Velocity,
32,24 Boo b,24 Boo,95.9863,5.286154719259407,30.33,Radial Velocity,
33,24 Sex b,24 Sex,72.0691,5.286154719259407,452.8,Radial Velocity,
34,24 Sex c,24 Sex,72.0691,5.286154719259407,883.0,Radial Velocity,
35,2M0437 b,2MASS J04372171+2651014,128.484,5.286154719259407,13117.276529071569,Imaging,
36,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,731.4047960443471,5.286154719259407,13117.276529071569,Imaging,
37,2MASS J01225093-2439505 b,2MASS J01225093-2439505,33.8281,11.209,13117.276529071569,Imaging,
38,2MASS J01225093-2439505 b,2MASS J01225093-2439505,33.8281,5.286154719259407,13117.276529071569,Imaging,
39,2MASS J02192210-3925225 b,2MASS J02192210-3925225,731.4047960443471,16.141,13117.276529071569,Imaging,
40,2MASS J0249-0557 c,2MASS J0249-0557 A,66.0613,5.286154719259407,13117.276529071569,Imaging,
41,2MASS J03590986+2009361 b,2MASS J03590986+2009361,117.435,5.286154719259407,13117.276529071569,Imaging,
42,2MASS J04414489+2301513 b,2MASS J04414489+2301513,731.4047960443471,5.286154719259407,13117.276529071569,Imaging,
43,2MASS J11011926-7732383 b,2MASS J11011926-7732383,731.4047960443471,5.286154719259407,13117.276529071569,Imaging,
44,2MASS J11550485-7919108 b,2MASS J11550485-7919108,100.862,5.286154719259407,13117.276529071569,Imaging,
45,2MASS J12073346-3932539 b,2MASS J12073346-3932539,64.308,5.286154719259407,13117.276529071569,Imaging,
46,2MASS J12073346-3932539 b,2MASS J12073346-3932539,64.308,5.286154719259407,13117.276529071569,Imaging,
47,2MASS J19383260+4603591 b,2MASS J19383260+4603591,396.332,5.286154719259407,406.0,Eclipse Timing Variations,
48,2MASS J19383260+4603591 b,2MASS J19383260+4603591,396.332,5.286154719259407,416.0,Eclipse Timing Variations,
49,2MASS J21252752-8138278 b,2MASS J21252752-8138278,34.1154,5.286154719259407,13117.276529071569,Imaging,
50,2MASS J22362452+4751425 b,2MASS J22362452+4751425,69.5737,5.286154719259407,13117.276529071569,Imaging,
51,30 Ari B b,30 Ari B,44.657,5.286154719259407,335.1,Radial Velocity,
52,30 Ari B b,30 Ari B,44.657,5.286154719259407,345.4,Radial Velocity,
53,30 Ari B b,30 Ari B,44.657,5.286154719259407,335.10001,Radial Velocity,
54,4 UMa b,4 UMa,73.4603,5.286154719259407,270.27,Radial Velocity,
55,4 UMa b,4 UMa,73.4603,5.286154719259407,269.3,Radial Velocity,
56,42 Dra b,42 Dra,90.6545,5.286154719259407,479.1,Radial Velocity,
57,47 UMa b,47 UMa,13.7967,5.286154719259407,1076.6,Radial Velocity,
58,47 UMa b,47 UMa,13.7967,5.286154719259407,1078.0,Radial Velocity,
59,47 UMa b,47 UMa,13.7967,5.286154719259407,1100.8,Radial Velocity,
60,47 UMa b,47 UMa,13.7967,5.286154719259407,1083.2,Radial Velocity,
61,47 UMa b,47 UMa,13.7967,5.286154719259407,1076.6,Radial Velocity,
62,47 UMa c,47 UMa,13.7967,5.286154719259407,2391.0,Radial Velocity,
63,47 UMa c,47 UMa,13.7967,5.286154719259407,7586.0,Radial Velocity,
64,47 UMa c,47 UMa,13.7967,5.286154719259407,2287.0,Radial Velocity,
65,47 UMa d,47 UMa,13.7967,5.286154719259407,14002.0,Radial Velocity,
66,47 UMa d,47 UMa,13.7967,5.286154719259407,19000.0,Radial Velocity,
67,51 Eri b,51 Eri,29.7575,5.286154719259407,14965.0,Imaging,
68,51 Eri b,51 Eri,29.7575,5.286154719259407,11688.0,Imaging,
69,51 Eri b,51 Eri,29.7575,5.286154719259407,13117.276529071569,Imaging,
70,51 Peg b,51 Peg,15.4614,5.286154719259407,4.23077,Radial Velocity,
71,51 Peg b,51 Peg,15.4614,5.286154719259407,4.2293,Radial Velocity,
72,51 Peg b,51 Peg,15.4614,5.286154719259407,4.2307969,Radial Velocity,
73,51 Peg b,51 Peg,15.4614,5.286154719259407,4.231,Radial Velocity,
74,51 Peg b,51 Peg,15.4614,5.286154719259407,4.230785,Radial Velocity,
75,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.65162,Radial Velocity,
76,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.65126,Radial Velocity,
77,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.653,Radial Velocity,
78,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.67,Radial Velocity,
79,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.647,Radial Velocity,
80,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.65171,Radial Velocity,
81,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.465314,Radial Velocity,
82,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.6516,Radial Velocity,
83,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.65152,Radial Velocity,
84,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.648,Radial Velocity,
85,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.6,Radial Velocity,
86,55 Cnc b,55 Cnc,12.5855,5.286154719259407,14.651,Radial Velocity,
87,55 Cnc c,55 Cnc,12.5855,5.286154719259407,44.3989,Radial Velocity,
88,55 Cnc c,55 Cnc,12.5855,5.286154719259407,44.373,Radial Velocity,
89,55 Cnc c,55 Cnc,12.5855,5.286154719259407,44.3787,Radial Velocity,
90,55 Cnc c,55 Cnc,12.5855,5.286154719259407,43.93,Radial Velocity,
91,55 Cnc c,55 Cnc,12.5855,5.286154719259407,44.3827,Radial Velocity,
92,55 Cnc c,55 Cnc,12.5855,5.286154719259407,44.38,Radial Velocity,
93,55 Cnc c,55 Cnc,12.5855,5.286154719259407,44.3446,Radial Velocity,
94,55 Cnc c,55 Cnc,12.5855,5.286154719259407,44.4175,Radial Velocity,
95,55 Cnc d,55 Cnc,12.5855,5.286154719259407,4867.0,Radial Velocity,
96,55 Cnc d,55 Cnc,12.5855,5.286154719259407,5370.0,Radial Velocity,
97,55 Cnc d,55 Cnc,12.5855,5.286154719259407,4545.0,Radial Velocity,
98,55 Cnc d,55 Cnc,12.5855,5.286154719259407,4517.4,Radial Velocity,
99,55 Cnc d,55 Cnc,12.5855,5.286154719259407,4825.0,Radial Velocity,
100,55 Cnc d,55 Cnc,12.5855,5.286154719259407,5574.2,Radial Velocity,
101,55 Cnc d,55 Cnc,12.5855,5.286154719259407,4820.0,Radial Velocity,
102,55 Cnc d,55 Cnc,12.5855,5.286154719259407,5360.0,Radial Velocity,
103,55 Cnc d,55 Cnc,12.5855,5.286154719259407,4909.0,Radial Velocity,
104,55 Cnc d,55 Cnc,12.5855,5.286154719259407,5218.0,Radial Velocity,
105,55 Cnc e,55 Cnc,12.5855,1.875,0.7365474,Radial Velocity,
106,55 Cnc e,55 Cnc,12.5855,5.286154719259407,0.7365417,Radial Velocity,
107,55 Cnc e,55 Cnc,12.5855,5.286154719259407,0.7365478,Radial Velocity,
108,55 Cnc e,55 Cnc,12.5855,1.915,0.73654582,Radial Velocity,
109,55 Cnc e,55 Cnc,12.5855,1.91,0.736539,Radial Velocity,
110,55 Cnc e,55 Cnc,12.5855,5.286154719259407,0.73654604,Radial Velocity,
111,55 Cnc e,55 Cnc,12.5855,5.286154719259407,13117.276529071569,Radial Velocity,
112,55 Cnc e,55 Cnc,12.5855,2.08,0.7365437,Radial Velocity,
113,55 Cnc e,55 Cnc,12.5855,1.897,0.737,Radial Velocity,
114,55 Cnc e,55 Cnc,12.5855,5.286154719259407,2.808,Radial Velocity,
115,55 Cnc e,55 Cnc,12.5855,5.286154719259407,0.7365515,Radial Velocity,
116,55 Cnc e,55 Cnc,12.5855,2.173,0.736546,Radial Velocity,
117,55 Cnc e,55 Cnc,12.5855,1.92,13117.276529071569,Radial Velocity,
118,55 Cnc e,55 Cnc,12.5855,5.286154719259407,2.79674,Radial Velocity,
119,55 Cnc e,55 Cnc,12.5855,1.947,0.7365474,Radial Velocity,
120,55 Cnc e,55 Cnc,12.5855,2.0,0.73654,Radial Velocity,
121,55 Cnc e,55 Cnc,12.5855,5.286154719259407,0.7365445,Radial Velocity,
122,55 Cnc e,55 Cnc,12.5855,5.286154719259407,0.73654625,Radial Velocity,
123,55 Cnc f,55 Cnc,12.5855,5.286154719259407,259.88,Radial Velocity,
124,55 Cnc f,55 Cnc,12.5855,5.286154719259407,260.91,Radial Velocity,
125,55 Cnc f,55 Cnc,12.5855,5.286154719259407,261.2,Radial Velocity,
126,55 Cnc f,55 Cnc,12.5855,5.286154719259407,260.98,Radial Velocity,
127,55 Cnc f,55 Cnc,12.5855,5.286154719259407,260.0,Radial Velocity,
128,55 Cnc f,55 Cnc,12.5855,5.286154719259407,262.0,Radial Velocity,
129,55 Cnc f,55 Cnc,12.5855,5.286154719259407,260.7,Radial Velocity,
130,6 Lyn b,6 Lyn,54.6599,5.286154719259407,899.0,Radial Velocity,
131,6 Lyn b,6 Lyn,54.6599,5.286154719259407,874.774,Radial Velocity,
132,6 Lyn b,6 Lyn,54.6599,5.286154719259407,919.86,Radial Velocity,
133,6 Lyn b,6 Lyn,54.6599,5.286154719259407,934.3,Radial Velocity,
134,61 Vir b,61 Vir,8.50332,5.286154719259407,4.21487,Radial Velocity,
135,61 Vir b,61 Vir,8.50332,5.286154719259407,4.215,Radial Velocity,
136,61 Vir c,61 Vir,8.50332,5.286154719259407,38.0957,Radial Velocity,
137,61 Vir c,61 Vir,8.50332,5.286154719259407,38.021,Radial Velocity,
138,61 Vir d,61 Vir,8.50332,5.286154719259407,123.01,Radial Velocity,
139,7 CMa b,7 CMa,19.8101,5.286154719259407,13117.276529071569,Radial Velocity,
140,7 CMa b,7 CMa,19.8101,5.286154719259407,763.0,Radial Velocity,
141,7 CMa b,7 CMa,19.8101,5.286154719259407,735.1,Radial Velocity,
142,7 CMa b,7 CMa,19.8101,5.286154719259407,796.0,Radial Velocity,
143,7 CMa c,7 CMa,19.8101,5.286154719259407,996.0,Radial Velocity,
144,7 CMa c,7 CMa,19.8101,5.286154719259407,13117.276529071569,Radial Velocity,
145,70 Vir b,70 Vir,17.9011,5.286154719259407,116.6884,Radial Velocity,
146,70 Vir b,70 Vir,17.9011,5.286154719259407,116.688,Radial Velocity,
147,70 Vir b,70 Vir,17.9011,5.286154719259407,116.6926,Radial Velocity,
148,70 Vir b,70 Vir,17.9011,5.286154719259407,116.69335,Radial Velocity,
149,70 Vir b,70 Vir,17.9011,5.286154719259407,116.6884,Radial Velocity,
150,70 Vir b,70 Vir,17.9011,5.286154719259407,116.689,Radial Velocity,
151,75 Cet b,75 Cet,82.9613,5.286154719259407,696.62,Radial Velocity,
152,75 Cet b,75 Cet,82.9613,5.286154719259407,691.9,Radial Velocity,
153,75 Cet c,75 Cet,82.9613,5.286154719259407,2051.62,Radial Velocity,
154,8 UMi b,8 UMi,162.552,5.286154719259407,93.4,Radial Velocity,
155,8 UMi b,8 UMi,162.552,5.286154719259407,93.4,Radial Velocity,
156,81 Cet b,81 Cet,101.26,5.286154719259407,952.7,Radial Velocity,
157,81 Cet b,81 Cet,101.26,5.286154719259407,13117.276529071569,Radial Velocity,
158,81 Cet b,81 Cet,101.26,5.286154719259407,1005.57,Radial Velocity,
159,91 Aqr b,91 Aqr,44.0304,5.286154719259407,181.4,Radial Velocity,
160,AB Aur b,AB Aur,162.127,5.286154719259407,13117.276529071569,Imaging,
161,AB Pic b,AB Pic,50.0475,5.286154719259407,13117.276529071569,Imaging,
162,AF Lep b,AF Lep,26.8564,5.286154719259407,7520.0,Imaging,
163,AF Lep b,AF Lep,26.8564,5.286154719259407,8030.0,Imaging,
164,AF Lep b,AF Lep,26.8564,5.286154719259407,9060.0,Imaging,
165,AU Mic b,AU Mic,9.7221,4.19,8.4630004,Transit,
166,AU Mic b,AU Mic,9.7221,5.286154719259407,8.46321,Transit,
167,AU Mic b,AU Mic,9.7221,4.027,13117.276529071569,Transit,
168,AU Mic b,AU Mic,9.7221,4.203,8.46321,Transit,
169,AU Mic b,AU Mic,9.7221,5.286154719259407,8.46321,Transit,
170,AU Mic b,AU Mic,9.7221,5.286154719259407,8.463,Transit,
171,AU Mic b,AU Mic,9.7221,4.07,8.463,Transit,
172,AU Mic b,AU Mic,9.7221,3.957,8.46308,Transit,
173,AU Mic b,AU Mic,9.7221,5.286154719259407,8.4629991,Transit,
174,AU Mic b,AU Mic,9.7221,5.286154719259407,8.4631427,Transit,
175,AU Mic c,AU Mic,9.7221,5.286154719259407,18.85882,Transit,
176,AU Mic c,AU Mic,9.7221,2.79,18.858982,Transit,
177,AU Mic c,AU Mic,9.7221,3.24,18.859019,Transit,
178,AU Mic c,AU Mic,9.7221,2.522,18.85969,Transit,
179,AU Mic c,AU Mic,9.7221,5.286154719259407,18.858991,Transit,
180,AU Mic c,AU Mic,9.7221,5.286154719259407,18.859019,Transit,
181,AU Mic d,AU Mic,9.7221,5.286154719259407,12.73596,Transit Timing Variations,
182,BD+03 2562 b,BD+03 2562,1070.63,5.286154719259407,481.9,Radial Velocity,
183,BD+14 4559 b,BD+14 4559,49.352,5.286154719259407,268.94,Radial Velocity,
184,BD+14 4559 b,BD+14 4559,49.352,5.286154719259407,268.94,Radial Velocity,
185,BD+15 2375 b,BD+15 2375,768.045,5.286154719259407,153.22,Radial Velocity,
186,BD+15 2940 b,BD+15 2940,426.42,5.286154719259407,137.48,Radial Velocity,
187,BD+20 2457 b,BD+20 2457,1539.71,5.286154719259407,379.63,Radial Velocity,
188,BD+20 2457 b,BD+20 2457,1539.71,5.286154719259407,379.63,Radial Velocity,
189,BD+20 2457 c,BD+20 2457,1539.71,5.286154719259407,621.99,Radial Velocity,
190,BD+20 274 b,BD+20 274,1322.51,5.286154719259407,578.2,Radial Velocity,
191,BD+20 594 b,BD+20 594,179.461,2.578,41.6855,Transit,
192,BD+20 594 b,BD+20 594,179.461,2.355,41.688644,Transit,
193,BD+20 594 b,BD+20 594,179.461,2.23,41.6855,Transit,
194,BD+45 564 b,BD+45 564,53.622,5.286154719259407,307.88,Radial Velocity,
195,BD+48 738 b,BD+48 738,871.493,5.286154719259407,392.6,Radial Velocity,
196,BD+48 740 b,BD+48 740,666.589,5.286154719259407,733.0,Radial Velocity,
197,BD+49 828 b,BD+49 828,442.042,5.286154719259407,2590.0,Radial Velocity,
198,BD+55 362 b,BD+55 362,52.5697,5.286154719259407,265.59,Radial Velocity,
199,BD+60 1417 b,BD+60 1417,44.9543,14.684,13117.276529071569,Imaging,
200,BD+63 1405 b,BD+63 1405,38.0473,5.286154719259407,1230.0,Radial Velocity,
201,BD+63 1405 b,BD+63 1405,38.0473,5.286154719259407,1198.48,Radial Velocity,
202,BD-06 1339 b,BD-06 1339,20.2695,5.286154719259407,3.8728,Radial Velocity,
203,BD-06 1339 c,BD-06 1339,20.2695,5.286154719259407,125.94,Radial Velocity,
204,BD-08 2823 b,BD-08 2823,41.3342,5.286154719259407,5.6,Radial Velocity,
205,BD-08 2823 b,BD-08 2823,41.3342,5.286154719259407,5.6,Radial Velocity,
206,BD-08 2823 c,BD-08 2823,41.3342,5.286154719259407,237.6,Radial Velocity,
207,BD-10 3166 b,BD-10 3166,84.4069,5.286154719259407,3.48777,Radial Velocity,
208,BD-10 3166 b,BD-10 3166,84.4069,5.286154719259407,3.48777,Radial Velocity,
209,BD-10 3166 b,BD-10 3166,84.4069,5.286154719259407,3.487,Radial Velocity,
210,BD-10 3166 b,BD-10 3166,84.4069,5.286154719259407,3.487905,Radial Velocity,
211,BD-11 4672 b,BD-11 4672,27.1665,5.286154719259407,1667.0,Radial Velocity,
212,BD-11 4672 b,BD-11 4672,27.1665,5.286154719259407,1634.0,Radial Velocity,
213,BD-11 4672 c,BD-11 4672,27.1665,5.286154719259407,74.2,Radial Velocity,
214,BD-13 2130 b,BD-13 2130,925.214,5.286154719259407,714.29999,Radial Velocity,
215,BD-13 2130 b,BD-13 2130,925.214,5.286154719259407,714.3,Radial Velocity,
216,BD-14 3065 b,BD-14 3065 A,589.423,20.711,4.2889696,Transit,
217,BD-14 3065 b,BD-14 3065 A,589.423,21.59,4.2889731,Transit,
218,BD-17 63 b,BD-17 63,34.4603,5.286154719259407,655.57,Radial Velocity,
219,BD-17 63 b,BD-17 63,34.4603,5.286154719259407,655.6,Radial Velocity,
220,BD-17 63 b,BD-17 63,34.4603,5.286154719259407,649.0,Radial Velocity,
221,BD-17 63 b,BD-17 63,34.4603,5.286154719259407,655.59998,Radial Velocity,
222,BD-210397 b,BD-210397,23.7324,5.286154719259407,1891.0,Radial Velocity,
223,BD-210397 c,BD-210397,23.7324,5.286154719259407,6240.0,Radial Velocity,
224,BD-210397 c,BD-210397,23.7324,5.286154719259407,6360.0,Radial Velocity,
225,Barnard b,Barnard's star,1.82655,5.286154719259407,3.1533,Radial Velocity,
226,CD Cet b,CD Cet,8.60715,5.286154719259407,2.2907,Radial Velocity,
227,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,731.4047960443471,5.286154719259407,10037.5,Imaging,
228,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,731.4047960443471,20.849,8040000.0,Imaging,
229,CHXR 73 b,CHXR 73,190.374,5.286154719259407,13117.276529071569,Imaging,
230,CI Tau c,CI Tau,157.998,5.286154719259407,25.2,Radial Velocity,
231,COCONUTS-2 b,COCONUTS-2 A,10.8864,12.442,402000000.0,Imaging,
232,CT Cha b,CT Cha,190.72,24.66,13117.276529071569,Imaging,
233,CoRoT-1 b,CoRoT-1,787.909,16.589,1.5089557,Transit,
234,CoRoT-1 b,CoRoT-1,787.909,17.385,1.5089686,Transit,
235,CoRoT-1 b,CoRoT-1,787.909,15.917,1.50897655,Transit,
236,CoRoT-1 b,CoRoT-1,787.909,16.7,1.5089557,Transit,
237,CoRoT-1 b,CoRoT-1,787.909,19.223,1.5089682,Transit,
238,CoRoT-1 b,CoRoT-1,787.909,20.594,1.5089635,Transit,
239,CoRoT-1 b,CoRoT-1,787.909,5.286154719259407,1.50896877,Transit,
240,CoRoT-10 b,CoRoT-10,338.386,10.87,13.2406,Transit,
241,CoRoT-10 b,CoRoT-10,338.386,10.548,13.2406,Transit,
242,CoRoT-10 b,CoRoT-10,338.386,10.873,13.2406,Transit,
243,CoRoT-11 b,CoRoT-11,655.037,15.581,2.994325,Transit,
244,CoRoT-11 b,CoRoT-11,655.037,16.03,2.99433,Transit,
245,CoRoT-11 b,CoRoT-11,655.037,15.984,2.99433,Transit,
246,CoRoT-11 b,CoRoT-11,655.037,5.286154719259407,13117.276529071569,Transit,
247,CoRoT-11 b,CoRoT-11,655.037,16.029,2.994325,Transit,
248,CoRoT-11 b,CoRoT-11,655.037,21.746,2.99328197,Transit,
249,CoRoT-11 b,CoRoT-11,655.037,5.286154719259407,2.99427803,Transit,
250,CoRoT-12 b,CoRoT-12,1126.37,15.132,2.828042,Transit,
251,CoRoT-12 b,CoRoT-12,1126.37,5.286154719259407,2.828041,Transit,
252,CoRoT-12 b,CoRoT-12,1126.37,17.76,2.82803915,Transit,
253,CoRoT-12 b,CoRoT-12,1126.37,15.065,2.82805268,Transit,
254,CoRoT-12 b,CoRoT-12,1126.37,16.14,2.828042,Transit,
255,CoRoT-12 b,CoRoT-12,1126.37,16.141,2.828042,Transit,
256,CoRoT-13 b,CoRoT-13,1148.93,14.034,4.03519,Transit,
257,CoRoT-13 b,CoRoT-13,1148.93,12.533,4.03504444,Transit,
258,CoRoT-13 b,CoRoT-13,1148.93,9.92,4.03519,Transit,
259,CoRoT-13 b,CoRoT-13,1148.93,5.286154719259407,4.03515,Transit,
260,CoRoT-13 b,CoRoT-13,1148.93,9.92,4.03519,Transit,
261,CoRoT-14 b,CoRoT-14,1744.6,12.22,1.51214,Transit,
262,CoRoT-14 b,CoRoT-14,1744.6,12.218,1.51214,Transit,
263,CoRoT-14 b,CoRoT-14,1744.6,11.411,1.51214,Transit,
264,CoRoT-16 b,CoRoT-16,732.409,13.115,5.35227,Transit,
265,CoRoT-16 b,CoRoT-16,732.409,13.11,5.35227,Transit,
266,CoRoT-17 b,CoRoT-17,1176.12,11.287,3.7681,Transit,
267,CoRoT-17 b,CoRoT-17,1176.12,11.433,3.7681,Transit,
268,CoRoT-17 b,CoRoT-17,1176.12,11.43,3.7681,Transit,
269,CoRoT-18 b,CoRoT-18,764.889,5.286154719259407,1.9000769,Transit,
270,CoRoT-18 b,CoRoT-18,764.889,14.684,1.9000693,Transit,
271,CoRoT-18 b,CoRoT-18,764.889,12.846,1.90009,Transit,
272,CoRoT-18 b,CoRoT-18,764.889,15.05,1.90008625,Transit,
273,CoRoT-18 b,CoRoT-18,764.889,14.022,1.9000693,Transit,
274,CoRoT-18 b,CoRoT-18,764.889,14.68,1.9000693,Transit,
275,CoRoT-19 b,CoRoT-19,790.663,13.339,3.89713,Transit,
276,CoRoT-19 b,CoRoT-19,790.663,14.46,3.89713,Transit,
277,CoRoT-19 b,CoRoT-19,790.663,14.46,3.89713,Transit,
278,CoRoT-19 b,CoRoT-19,790.663,5.286154719259407,3.897131,Transit,
279,CoRoT-19 b,CoRoT-19,790.663,13.493,3.89712026,Transit,
280,CoRoT-19 b,CoRoT-19,790.663,5.286154719259407,3.8971379,Transit,
281,CoRoT-2 b,CoRoT-2,213.283,5.286154719259407,1.742997,Transit,
282,CoRoT-2 b,CoRoT-2,213.283,16.365,1.7429935,Transit,
283,CoRoT-2 b,CoRoT-2,213.283,16.477,1.7429935,Transit,
284,CoRoT-2 b,CoRoT-2,213.283,5.286154719259407,1.74299673,Transit,
285,CoRoT-2 b,CoRoT-2,213.283,16.533,1.74299609,Transit,
286,CoRoT-2 b,CoRoT-2,213.283,5.286154719259407,1.74299906,Transit,
287,CoRoT-2 b,CoRoT-2,213.283,5.286154719259407,1.74299705,Transit,
288,CoRoT-2 b,CoRoT-2,213.283,16.432,1.7429935,Transit,
289,CoRoT-2 b,CoRoT-2,213.283,16.923,1.74301433,Transit,
290,CoRoT-2 b,CoRoT-2,213.283,16.432,1.74299673,Transit,
291,CoRoT-2 b,CoRoT-2,213.283,15.85,1.7429975,Transit,
292,CoRoT-2 b,CoRoT-2,213.283,16.421,1.7429964,Transit,
293,CoRoT-20 b,CoRoT-20,844.061,9.42,9.24285,Transit,
294,CoRoT-20 b,CoRoT-20,844.061,9.416,9.24285,Transit,
295,CoRoT-20 b,CoRoT-20,844.061,5.286154719259407,9.24285,Transit,
296,CoRoT-20 b,CoRoT-20,844.061,15.397,9.24323029,Transit,
297,CoRoT-20 b,CoRoT-20,844.061,11.209,9.24318,Transit,
298,CoRoT-20 b,CoRoT-20,844.061,13.002,9.24285,Transit,
299,CoRoT-20 c,CoRoT-20,844.061,5.286154719259407,1675.0,Radial Velocity,
300,CoRoT-21 b,CoRoT-21,731.4047960443471,14.572,2.72474,Transit,
301,CoRoT-21 b,CoRoT-21,731.4047960443471,14.572,2.72474,Transit,
302,CoRoT-22 b,CoRoT-22,627.158,4.88,9.75598,Transit,
303,CoRoT-23 b,CoRoT-23,1060.97,11.77,3.6313,Transit,
304,CoRoT-23 b,CoRoT-23,1060.97,13.227,3.6313,Transit,
305,CoRoT-23 b,CoRoT-23,1060.97,11.769,3.6313,Transit,
306,CoRoT-24 b,CoRoT-24,591.555,3.7,5.1134,Transit,
307,CoRoT-24 c,CoRoT-24,591.555,5.0,11.759,Transit,
308,CoRoT-25 b,CoRoT-25,1103.48,12.106,4.86069,Transit,
309,CoRoT-25 b,CoRoT-25,1103.48,12.11,4.86069,Transit,
310,CoRoT-26 b,CoRoT-26,1045.18,14.12,4.20474,Transit,
311,CoRoT-26 b,CoRoT-26,1045.18,14.123,4.20474,Transit,
312,CoRoT-27 b,CoRoT-27,1010.28,11.287,3.57532,Transit,
313,CoRoT-27 b,CoRoT-27,1010.28,11.287,3.57532,Transit,
314,CoRoT-28 b,CoRoT-28,766.183,10.705,5.20851,Transit,
315,CoRoT-28 b,CoRoT-28,766.183,10.705,5.20851,Transit,
316,CoRoT-29 b,CoRoT-29,806.507,10.088,2.85057,Transit,
317,CoRoT-29 b,CoRoT-29,806.507,10.088,2.85057,Transit,
318,CoRoT-29 b,CoRoT-29,806.507,5.286154719259407,2.8505615,Transit,
319,CoRoT-3 b,CoRoT-3,768.771,11.624,4.2567994,Transit,
320,CoRoT-3 b,CoRoT-3,768.771,5.286154719259407,13117.276529071569,Transit,
321,CoRoT-3 b,CoRoT-3,768.771,11.321,4.2567994,Transit,
322,CoRoT-3 b,CoRoT-3,768.771,11.135,4.2567994,Transit,
323,CoRoT-3 b,CoRoT-3,768.771,11.32,4.2568,Transit,
324,CoRoT-30 b,CoRoT-30,1032.23,11.31,9.06005,Transit,
325,CoRoT-31 b,CoRoT-31,2005.76,16.365,4.62941,Transit,
326,CoRoT-35 b,CoRoT-35,1123.21,18.831,3.22748,Transit,
327,CoRoT-36 b,CoRoT-36,925.958,15.805,5.616531,Transit,
328,CoRoT-4 b,CoRoT-4,726.412,13.34,9.20205,Transit,
